Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
8/25/2005 9:06,node 377,DISK,"I/O Error on Drive SDG",REPLACE,
8/25/2005 9:03,node 901,DISK,"I/O Error on Drive SDA",REPLACE,
8/25/2005 9:33,node 318,DISK,"I/O Error on Drive SDF",REPLACE,
8/25/2005 19:51,node 252,CPU,"192 CMC ERRORS",REPLACE,
8/26/2005 5:18,node 50,DISK,"I/O Error on Drive SDH",REPLACE,
8/26/2005 8:36,node 485,DISK,"I/O Error on Drive SDI",REPLACE,
8/26/2005 23:33,node 196,DISK,"I/O Error on Drive SDG ",REPLACE,
8/27/2005 13:18,node 368,DISK,"I/O Error on Drive SDE",REPLACE,
8/28/2005 7:51,node 280,DISK,"I/O Error on Drive SDG",REPLACE,
8/29/2005 0:12,node 790,DIMM,"268 CMC ERRORS ",DIAGNOSTICS,
8/29/2005 3:42,node 595,DIMM,"12 CMC ERRORS ",DIAGNOSTICS,
8/29/2005 4:21,node 187,DISK,"I/O Error on Drive SDH",REPLACE,
8/29/2005 7:59,home storage 4,HSV,"Drive 1/3 Showing Failure",REPLACE,
8/30/2005 8:00,node 135,DISK,"I/O error on drive sdd",REPLACE,
8/30/2005 8:00,node 18,DISK,"I/O error on drive sdb",REPLACE,
8/31/2005 8:00,node 172,FAN,"fan3 led error",REPLACE,
8/31/2005 8:00,node 178,DISK,"I/O error on drive sdi",REPLACE,
8/31/2005 8:00,node 328,CNTLR,"firmware fault, red led 2",REPLACE,
9/1/2005 8:00,node 26,DISK,"I/O error on drive sdi",REPLACE,
9/1/2005 8:00,node 298,DIMM,"cmc error",DIAGNOSTICS,
9/1/2005 8:00,node 313,CABLE,"I/O error on ds2100",REPLACE,
9/1/2005 8:00,node 315,DISK,"I/O error on 73gb hdd sdc",REPLACE,
9/2/2005 8:00,node 305,DISK,"I/O error on 73gb hdd sdi",REPLACE,
9/2/2005 8:00,dtemp storage 26,HSV,"I/O error on drive 7/3",REPLACE,
9/6/2005 8:00,node 2,DISK,"I/O error on drive sdd",REPLACE,
9/6/2005 8:00,node 9,DISK,"I/O error on drive sdg",REPLACE,
9/6/2005 8:00,node 24,DISK,"I/O error on drive sde",REPLACE,
9/6/2005 8:00,node 306,CPU,"cmc error",REPLACE,
9/6/2005 8:00,node 398,DISK,"I/O error on drive sdg",REPLACE,
9/6/2005 8:00,node 439,DIMM,"cmc error",DIAGNOSTICS,
9/6/2005 8:00,node 496,CPU,"cmc error",REPLACE,
9/6/2005 8:00,node 533,DISK,"I/O error on drive sda",REPLACE,
9/6/2005 8:00,node 760,DIMM,"cmc error",DIAGNOSTICS,
9/6/2005 8:00,node 865,CPU,"cmc error",REPLACE,
9/6/2005 8:00,node 895,CPU,"cmc error",REPLACE,
9/7/2005 8:00,node 2,CNTLR,"I/O error on sdd, sde",REPLACE,
9/7/2005 8:00,node 390,DIMM,"cmc errors",DIAGNOSTICS,
9/7/2005 8:00,node 443,DIMM,"cmc errors",DIAGNOSTICS,
9/7/2005 8:00,node 491,DISK,"I/O error on drive sdc",REPLACE,
9/7/2005 8:00,node 803,DIMM,"cmc errors",DIAGNOSTICS,
9/7/2005 8:00,node 865,MLB,"f/w error, red led 2",DIAGNOSTICS,
9/7/2005 8:00,node 935,DISK,"I/O error on drive sdc",REPLACE,
9/7/2005 8:00,node 942,MLB,"scsi errors",REPLACE,
9/7/2005 16:00,node 443,DIMM,"cmc errors",REPLACE,
9/8/2005 8:00,node 419,DIMM,"cmc errors",DIAGNOSTICS,
9/8/2005 8:00,node 509,DISK,"I/O error on drive sdf",REPLACE,
9/8/2005 8:00,node 520,DISK,"I/O error on drive sdf",REPLACE,
9/8/2005 9:37,dtemp storage 08,HSV,"I/O error on HSV08 drive 1/9",REPLACE,
9/8/2005 9:42,dtemp storage 13,HSV,"I/O error on HSV13 drive 2/9",REPLACE,
9/8/2005 9:44,dtemp storage 17,HSV,"I/O error on hsv17 drive 28",REPLACE,
9/8/2005 9:47,dtemp storage 26,HSV,"i/o error on hsv26 drive 6/1",REPLACE,
9/8/2005 9:50,dtemp storage 26,HSV,"i/o error on hsv26 drive 7/11",REPLACE,
9/8/2005 9:52,dtemp storage 28,HSV,"i/o error on hsv28 drive 7/9",REPLACE,
9/9/2005 7:29,node 533,CNTLR,"scsi error ds2100 chainA",REPLACE,
9/9/2005 7:32,node 549,DISK,"i/o error on sdd",REPLACE,
9/9/2005 7:35,node 744,CPU,"system hung",REPLACE,
9/9/2005 7:38,node 955,CPU,"cmc errors",REPLACE,
9/9/2005 7:39,node 972,DIMM,"cmc errors",REPLACE,
9/9/2005 7:42,dtemp storage 24,CNTLR,"scsi errors on hsv24 controller A",REPLACE,
9/10/2005 7:53,node 82,DISK,"i/o error on drive sdb",REPLACE,
9/10/2005 7:55,node 232,DISK,"i/o error on drive sdi",REPLACE,
9/10/2005 7:57,node 290,DISK,"i/o error on drive sde",REPLACE,
9/12/2005 7:59,node 301,DIMM,"cmc errors",DIAGNOSTICS,
9/10/2005 8:04,node 381,DISK,"i/o error on drive sdb",REPLACE,
9/10/2005 8:07,node 509,CPU,"cmc errors ",REPLACE,
9/10/2005 8:10,node 513,DIMM,"cmc errors",DIAGNOSTICS,
9/10/2005 8:12,node 529,DISK,"i/o error on drive sdb",REPLACE,
9/12/2005 8:14,dtemp storage 04,HSV,"i/o error on hsv4 drive 17/8",REPLACE,
9/12/2005 8:18,dtemp storage 12,HSV,"i/o error on hsv12 drive 5/5",REPLACE,
9/12/2005 8:20,dtemp storage 25,HSV,"i/o error on hsv25 drive 3/8",REPLACE,
9/13/2005 8:32,node 22,DIMM,"cmc errors",REPLACE,
9/13/2005 8:35,node 382,DIMM,"cmc errors",DIAGNOSTICS,
9/13/2005 8:37,node 514,PLATFORM,"system wouldn't boot",REPLACE,
9/13/2005 8:40,node 534,CPU,"cmc errors",REPLACE,
9/13/2005 8:42,home storage 4,HSV,"i/o error on pnnlhsv4 drive 2/10",REPLACE,
9/14/2005 8:05,node 682,DIMM,"13 cmc errors",DIAGNOSTICS,
9/14/2005 8:07,node 804,DIMM,"118 cmc errors",DIAGNOSTICS,
9/14/2005 8:13,node 911,DISK,"i/o error on drive sdb",REPLACE,
9/15/2005 8:14,node 482,DISK,"i/o error on drive sdi",REPLACE,
9/19/2005 11:44,node 2,DISK,"i/o error on drive sdh",REPLACE,
9/19/2005 11:47,node 22,DISK,"i/o error on drive sdi",REPLACE,
9/19/2005 11:49,node 98,DISK,"i/o error on drive sdb",REPLACE,
9/19/2005 11:52,node 308,DISK,"i/o error on drive sda",REPLACE,
9/19/2005 11:54,node 505,CPU,"97 cmc errors",REPLACE,
9/19/2005 11:57,node 897,DIMM,"170 cmc errors",DIAGNOSTICS,
9/20/2005 12:02,node 51,DISK,"i/o error on drive sdc",REPLACE,
9/20/2005 12:04,node 144,PLATFORM,"BMC errors on console",REPLACE,
9/20/2005 12:07,node 772,CPU,"16 cmc errors",DIAGNOSTICS,
9/20/2005 12:10,node 901,CPU,"130 cmc errors",REPLACE,
9/21/2005 12:12,node 270,DISK,"i/o error on drive sde",REPLACE,
9/22/2005 12:21,node 114,DISK,"i/o error on drive sdh",REPLACE,
9/22/2005 12:23,node 352,DISK,"i/o error on drive sdi",REPLACE,
9/23/2005 12:25,node 329,DISK,"i/o error on drive sde",REPLACE,
9/23/2005 12:27,node 468,DISK,"i/o error on drive sdb",REPLACE,
9/23/2005 12:30,node 533,DIMM,"13 cmc errors",DIAGNOSTICS,
9/23/2005 12:32,dtemp storage 02,HSV,"i/o errors on hsv2 drive 7/11",REPLACE,
9/23/2005 12:35,dtemp storage 17,HSV,"i/o error on hsv17 drive 2/1",REPLACE,
9/23/2005 12:39,dtemp storage 24,HSV,"i/o error on hsv24 drive 2/12",REPLACE,
9/26/2005 12:43,node 10,DIMM,"53 cmc errors",DIAGNOSTICS,
9/26/2005 12:46,node 42,DISK,"i/o error on drive sdi",REPLACE,
9/26/2005 12:48,node 76,DISK,"i/o error on drive sdh",REPLACE,
9/26/2005 12:50,node 260,DISK,"i/o error on drive sdg",REPLACE,
9/26/2005 12:52,node 286,DISK,"i/o error on drive sdc",REPLACE,
9/26/2005 12:54,node 503,DISK,"i/o error on drive sdb",REPLACE,
9/26/2005 12:56,node 725,DISK,"i/o error on drive sda",REPLACE,
9/27/2005 8:09,node 412,DIMM,"16 cmc errors",DIAGNOSTICS,
9/28/2005 8:13,node 374,DIMM,"171 cmc errors",DIAGNOSTICS,
9/28/2005 8:16,node 486,DISK,"i/o error on drive sde",REPLACE,
9/28/2005 8:18,node 486,CABLE,"i/o error on scsi chain A",REPLACE,
9/29/2005 8:24,node 304,DISK,"i/o error on drive sdb",REPLACE,
9/29/2005 9:04,node 368,DISK,"i/o error on drive sdc",REPLACE,
9/30/2005 9:24,node 36,DISK,"i/o error on drive sda",REPLACE,
9/30/2005 9:26,node 131,DISK,"i/o error on drive sdi",REPLACE,
9/30/2005 9:29,node 282,DIMM,"16 cmc errors",DIAGNOSTICS,
9/30/2005 9:31,node 390,DIMM,"11 cmc erors ",REPLACE,
9/30/2005 9:58,node 555,DISK,"i/o error on drive sdg",REPLACE,
9/30/2005 10:00,node 564,DIMM,"24 cmc errors",DIAGNOSTICS,
9/30/2005 10:02,node 692,DIMM,"139 cmc errors ",DIAGNOSTICS,
10/3/2005 10:08,node 37,CABLE,"i/o error on ext scsi chain b",REPLACE,
10/3/2005 10:11,node 131,CABLE,"i/o error on internal scsi chain B",REPLACE,
10/3/2005 10:13,node 276,CPU,"57 cmc errors",REPLACE,
10/3/2005 10:16,node 346,DIMM,"18 cmc errors",DIAGNOSTICS,
10/3/2005 10:18,node 428,DIMM,"20 cmc errors",DIAGNOSTICS,
10/3/2005 10:20,node 430,DIMM,"43 cmc errors",DIAGNOSTICS,
10/3/2005 10:23,node 439,(select HW/SW),"46 cmc errors",DIAGNOSTICS,
10/3/2005 10:28,node 512,DISK,"i/o error on drive sdg",REPLACE,
10/4/2005 8:34,node 131,PLATFORM,"scsi errors ",REPLACE,
10/4/2005 8:36,node 515,DISK,"i/o error on drive sdi",REPLACE,
10/4/2005 8:38,node 522,DISK,"i/o error on drive sdc",REPLACE,
10/5/2005 8:40,node 76,DISK,"i/o error on drive sdc",REPLACE,
10/6/2005 10:04,node 456,DISK,"i/o error on drive sdh",REPLACE,
10/6/2005 10:06,node 687,CPU,"329 cmc errors",REPLACE,
10/7/2005 10:08,node 499,DIMM,"113 cmc errors",DIAGNOSTICS,
10/10/2005 10:10,node 99,DISK,"i/o error on drive sdf",REPLACE,
10/10/2005 10:12,node 103,DISK,"i/o error on drive sdb",REPLACE,
10/10/2005 10:14,node 157,DIMM,"22 cmc errors",DIAGNOSTICS,
10/10/2005 10:16,node 529,CPU,"system hang",REPLACE,
10/10/2005 10:19,node 557,CPU,"222 cmc errors",REPLACE,
10/6/2005 10:22,node 370,DISK,"i/o error on sdg",REPLACE,
10/11/2005 8:48,node 284,CNTLR,"i/o error on sdd",REPLACE,
10/11/2005 8:51,node 292,DIMM,"12 cmc errors",DIAGNOSTICS,
10/11/2005 8:53,node 489,DIMM,"42 cmc errors",DIAGNOSTICS,
10/11/2005 8:55,node 528,DISK,"i/o error on sdd",REPLACE,
10/11/2005 8:57,node 550,DIMM,"12 cmc errors",DIAGNOSTICS,
10/12/2005 8:59,node 509,DISK,"i/o error on sde",REPLACE,
10/13/2005 9:50,node 62,DIMM,"21 cmc errors",DIAGNOSTICS,
10/13/2005 9:52,node 156,DISK,"i/o error on drive sdh",REPLACE,
10/13/2005 9:53,node 227,DISK,"i/o error on drive sdd",REPLACE,
10/13/2005 9:55,node 361,DISK,"i/o error on drive sdb",REPLACE,
10/13/2005 9:56,node 472,DIMM,"14 cmc errors",REPLACE,
10/13/2005 9:58,node 515,DISK,"i/o error on drive sdi",REPLACE,
10/13/2005 10:00,dtemp storage 02,HSV,"i/o error on hsv02 drive 7/11",REPLACE,
10/13/2005 10:03,dtemp storage 03,HSV,"i/o error on hsv3 drive 11/6",REPLACE,
10/13/2005 10:05,dtemp storage 10,HSV,"i/o error on hsv10 drive 7/11",REPLACE,
10/14/2005 10:48,node 68,DISK,"i/o error on drive sde",REPLACE,
10/14/2005 10:49,node 151,CPU,"14 cmc errors ",REPLACE,
10/14/2005 10:51,node 308,DISK,"i/o error on drive sda",REPLACE,
10/14/2005 10:56,node 365,DISK,"i/o error on drive sdh",REPLACE,
10/14/2005 10:58,node 468,DISK,"i/o error on drive sdb",REPLACE,
10/14/2005 10:59,node 515,PLATFORM,"i/o error on drive sdi",REPLACE,
10/14/2005 11:01,node 533,DISK,"i/o error on drive sdi",REPLACE,
10/14/2005 11:03,node 963,DIMM,"35 cmc errors ",DIAGNOSTICS,
10/17/2005 9:29,node 188,DISK,"i/o error on drive sdf",REPLACE,
10/17/2005 9:31,node 190,DIMM,"33 cmc errors",DIAGNOSTICS,
10/17/2005 9:34,node 204,DISK,"i/o error on drive sde",REPLACE,
10/17/2005 9:36,node 208,DISK,"i/o error on drive sdh",REPLACE,
10/17/2005 9:38,node 209,DISK,"i/o error on drive sde",REPLACE,
10/17/2005 9:39,node 266,DISK,"i/o error on drive sdf",REPLACE,
10/17/2005 9:41,node 291,DISK,"i/o error on drive sdb",REPLACE,
10/17/2005 9:42,node 311,DISK,"i/o error on drive sdb",REPLACE,
10/17/2005 9:44,node 321,DISK,"i/o error on drive sda",REPLACE,
10/17/2005 9:46,node 323,DISK,"i/o error on drive sde",REPLACE,
10/17/2005 9:47,node 326,DISK,"i/o error on drive sdc",REPLACE,
10/17/2005 9:49,node 331,DISK,"i/o error on drive sdi",REPLACE,
10/17/2005 9:50,node 333,DISK,"i/o error on drive sdc",REPLACE,
10/17/2005 9:52,node 342,DISK,"i/o error on drive sdb",REPLACE,
10/17/2005 9:53,node 373,DISK,"i/o error on drive sdf",REPLACE,
10/17/2005 9:55,node 401,DISK,"i/o error on drive sdg",REPLACE,
10/17/2005 9:57,node 410,DISK,"i/o error on drive sdf",REPLACE,
10/17/2005 9:59,node 419,DISK,"i/o error on drive sdg",REPLACE,
10/17/2005 10:00,cyclade server 60,MISC,"failed console switch cts60",REPLACE,
10/17/2005 10:07,gige switch 89,MISC,"failed gig-e procurve switch",REPLACE,
10/18/2005 9:17,node 116,DISK,"i/o error on drive sdh",REPLACE,
10/18/2005 9:18,node 269,CPU,"led error",REPLACE,
10/18/2005 9:20,node 330,DISK,"i/o error on drive sdg",REPLACE,
10/18/2005 9:23,node 481,DISK,"i/o error on drive sdg",REPLACE,
10/18/2005 9:24,node 515,SCSI_BP,"i/o error on drive sdi",REPLACE,
10/18/2005 9:26,node 523,CNTLR,"i/o error on drive sdb",REPLACE,
10/18/2005 9:32,node 533,DISK,"i/o error on drive sdd",REPLACE,
10/18/2005 9:35,node 537,DISK,"i/o error on drive sde",REPLACE,
10/18/2005 9:37,node 671,DISK,"i/o error on drive sda",REPLACE,
10/19/2005 9:38,node 779,DIMM,"cmc error",DIAGNOSTICS,
10/20/2005 9:43,node 70,DISK,"i/o error on drive sdh",REPLACE,
10/20/2005 9:45,node 153,DISK,"i/o error on drive sdh",REPLACE,
10/20/2005 9:46,node 314,DISK,"i/o error on drive sdc",REPLACE,
10/20/2005 9:48,node 621,DIMM,"cmc error",REPLACE,
10/21/2005 9:51,node 4,DISK,"i/o error on drive sdi",REPLACE,
10/21/2005 9:53,node 40,DIMM,"cmc error",DIAGNOSTICS,
10/21/2005 9:55,node 524,DISK,"i/o error on drive sdi",REPLACE,
10/24/2005 7:39,node 161,CPU,"mca",REPLACE,
10/24/2005 7:42,node 288,DIMM,"cmc error ",DIAGNOSTICS,
10/24/2005 7:45,node 301,DIMM,"194 cmc errors",DIAGNOSTICS,
10/24/2005 7:46,node 399,CPU,"mca",REPLACE,
10/24/2005 7:48,node 506,FAN,"led fan 1A error",REPLACE,
10/24/2005 7:50,node 508,DISK,"i/o error on drive sdi",REPLACE,
10/24/2005 7:52,node 528,DISK,"i/o error on drive sde",REPLACE,
10/25/2005 8:02,node 3,DISK,"i/o error on drive sdi",REPLACE,
10/25/2005 8:03,node 317,DISK,"i/o error on drive sdi",REPLACE,
10/25/2005 8:05,node 329,DISK,"i/o error on drive sde",REPLACE,
10/25/2005 8:07,node 528,CNTLR,"i/o error on drive sde",REPLACE,
10/27/2005 8:13,node 29,DIMM,"cmc errors",DIAGNOSTICS,
10/27/2005 8:16,node 169,DIMM,"60 cmc errors",DIAGNOSTICS,
10/27/2005 8:18,node 338,DISK,"i/o error on drive sdf",REPLACE,
10/27/2005 8:20,node 440,DISK,"i/o error on drive sda",REPLACE,
10/27/2005 8:22,node 924,MISC,"led error low battery",REPLACE,
10/27/2005 8:24,node 926,DIMM,"82 cmc errors ",DIAGNOSTICS,
10/31/2005 8:38,node 78,DISK,"i/o error on drive sdb",REPLACE,
10/31/2005 8:40,node 423,DISK,"i/o error on drive sdg",REPLACE,
10/31/2005 8:43,node 505,DISK,"i/o error on drive sdb",REPLACE,
10/31/2005 8:45,node 506,CPU,"led error turbo fan cpu0",REPLACE,
10/31/2005 8:47,node 509,DISK,"i/o error on drive sdh",REPLACE,
10/31/2005 8:49,node 783,DIMM,"12 cmc errors ",DIAGNOSTICS,
10/31/2005 8:51,node 790,DIMM,"27 cmc errors ",DIAGNOSTICS,
10/31/2005 8:53,dtemp storage 16,HSV,"fan error on hsv16 enclosure 10",REPLACE,
10/1/2005 8:19,dtemp storage 03,HSV,"i/o error on hsv3 drive 10/12",REPLACE,
10/1/2005 8:22,dtemp storage 20,HSV,"i/o error on hsv20 drive 15/9",REPLACE,
10/20/2005 8:24,dtemp storage 04,HSV,"i/o error on hsv04 drive 17/8",REPLACE,
11/1/2005 8:07,node 99,DISK,"i/o error on drive sdh",REPLACE,
11/1/2005 8:09,node 444,DISK,"i/o error on drive sde",REPLACE,
11/1/2005 8:10,dtemp storage 13,HSV,"i/o error on hsv13 drive 3/6",REPLACE,
11/1/2005 8:12,dtemp storage 14,HSV,"i/o error on hsv14 drive 5/5",REPLACE,
11/1/2005 8:14,dtemp storage 15,HSV,"i/o error on hsv15 drive 11/3",REPLACE,
11/1/2005 8:16,dtemp storage 31,HSV,"i/o error on hsv31 drive 9/8",REPLACE,
11/2/2005 8:18,node 290,DIMM,"cmc error",DIAGNOSTICS,
11/3/2005 8:20,node 6,DISK,"i/o error on drive sdb",REPLACE,
11/3/2005 8:23,node 413,DISK,"i/o error on drive sdc",REPLACE,
11/3/2005 8:24,node 490,DISK,"i/o error on drive sdf",REPLACE,
11/4/2005 8:26,node 4,OS,"system crash",DIAGNOSTICS,
11/7/2005 8:27,node 99,DISK,"i/o error on drive sdi",REPLACE,
11/7/2005 8:29,node 192,DISK,"i/o error on drive sdf",REPLACE,
11/7/2005 8:30,node 365,DISK,"i/o error on drive sde",REPLACE,
11/7/2005 8:32,node 408,DISK,"i/o error on drive sdi",REPLACE,
11/7/2005 8:33,node 518,DISK,"i/o error on drive sdh",REPLACE,
11/8/2005 8:34,node 707,CPU,"turbo fan 1 error",REPLACE,
11/9/2005 8:15,node 707,CONSOLE,"led error red 2",DIAGNOSTICS,
11/9/2005 8:17,node 729,CPU,"led error turbo fan 0",REPLACE,
11/10/2005 8:19,node 18,DISK,"i/o error on drive sdh",REPLACE,
11/10/2005 8:21,node 293,DISK,"i/o error on drive sdb",REPLACE,
11/10/2005 8:22,node 432,DIMM,"cmc error",DIAGNOSTICS,
11/10/2005 8:24,node 796,CPU,"led error turbo fan1",REPLACE,
11/11/2005 8:36,node 12,DIMM,"cmc error",DIAGNOSTICS,
11/11/2005 8:41,node 444,DISK,"i/o error on drive sdf",REPLACE,
11/11/2005 8:45,dtemp storage 01,HSV,"i/o error on hsv01 drive 2/1",REPLACE,
11/11/2005 8:48,dtemp storage 05,HSV,"i/o error on hsv05 drive 2/3",REPLACE,
11/11/2005 8:50,dtemp storage 11,HSV,"i/o error on hsv11 drive 10/8",REPLACE,
11/11/2005 8:51,dtemp storage 28,HSV,"i/o error on hsv28 drive 7/5",REPLACE,
11/11/2005 8:53,dtemp storage 33,HSV,"i/o error on hsv33 drive 4/3",REPLACE,
11/14/2005 8:56,node 80,DISK,"i/o error on drive sdi",REPLACE,
11/14/2005 8:58,node 187,DIMM,"cmc error",DIAGNOSTICS,
11/14/2005 8:59,node 234,DISK,"i/o error on drive sdc",REPLACE,
11/14/2005 9:01,node 294,DISK,"i/o error on drive sdf",REPLACE,
11/14/2005 9:03,node 388,DISK,"i/o error on drive sde",REPLACE,
11/14/2005 9:04,node 498,CABLE,"i/o error on ext chain A",REPLACE,
11/14/2005 9:06,node 547,DISK,"i/o error on drive sdi",REPLACE,
11/14/2005 9:08,node 879,DIMM,"cmc error",DIAGNOSTICS,
11/15/2005 8:47,node 468,DIMM,"cmc error",DIAGNOSTICS,
11/16/2005 8:49,node 434,DISK,"i/o error on drive sdh",REPLACE,
11/18/2005 8:51,node 547,SCSI_BP,"i/o error on int scsi chain B",REPLACE,
11/21/2005 8:54,node 360,CPU,"cmc error",DIAGNOSTICS,
11/21/2005 8:56,node 461,DISK,"i/o error on drive sdi",REPLACE,
11/21/2005 8:57,node 515,CPU,"cmc error ",DIAGNOSTICS,
11/21/2005 8:59,node 526,DIMM,"cmc error",DIAGNOSTICS,
11/21/2005 9:00,node 542,DIMM,"cmc error ",DIAGNOSTICS,
11/22/2005 9:16,node 194,DISK,"i/o error on drive sdf",REPLACE,
11/22/2005 9:17,node 519,DISK,"i/o error on drive sdh",REPLACE,
11/22/2005 9:19,node 794,DIMM,"cmc error",DIAGNOSTICS,
11/23/2005 9:20,node 23,DISK,"i/o error on drive sdg",REPLACE,
11/23/2005 9:22,node 94,DISK,"i/o error on drive sdf",REPLACE,
11/23/2005 9:24,dtemp storage 07,HSV,"i/o error on hsv07 drive 11/4",REPLACE,
11/28/2005 9:29,node 145,DIMM,"cmc error",DIAGNOSTICS,
11/28/2005 9:32,node 155,CABLE,"I/o error on ext chain A",REPLACE,
11/28/2005 9:35,node 260,DISK,"i/o error on drive sdh",REPLACE,
11/28/2005 9:36,node 394,DIMM,"cmc errors",REPLACE,
11/28/2005 9:39,gige switch 110,CNTLR,"port error on sgs147",REPLACE,
11/29/2005 14:24,node 338,DISK,"i/o error on drive sdg",REPLACE,
11/29/2005 14:27,node 479,CPU,"cmc errors",REPLACE,
11/30/2005 14:29,node 68,DISK,"i/o error on drive sdf",REPLACE,
11/30/2005 14:30,node 529,CPU,"MCA error ",REPLACE,
12/1/2005 7:34,node 369,DIMM,"cmc errors",DIAGNOSTICS,
12/1/2005 8:04,node 541,ELAN4,"quadrics errors",DIAGNOSTICS,
12/1/2005 8:06,node 697,DIMM,"cmc errors",DIAGNOSTICS,
12/1/2005 8:11,node 849,DIMM,"cmc errors",DIAGNOSTICS,
12/1/2005 8:12,node 923,DIMM,"cmc errors",DIAGNOSTICS,
12/1/2005 8:15,test node 5,CNTLR,"i/o error ",REPLACE,
12/2/2005 8:23,node 50,DIMM,"cmc errors",DIAGNOSTICS,
12/2/2005 8:39,node 172,CPU,"led error",REPLACE,
12/2/2005 8:41,node 395,CPU,"cmc errors",REPLACE,
12/2/2005 8:43,node 854,SCSI_BP,"i/o errors",REPLACE,
12/2/2005 8:45,cyclade server 53,MISC,"network errors",REPLACE,
12/5/2005 8:58,node 327,DIMM,"cmc errors",DIAGNOSTICS,
12/5/2005 9:01,node 356,DISK,"i/o on drive sde",REPLACE,
12/5/2005 9:04,node 440,CNTLR,"i/o errors",REPLACE,
12/6/2005 9:34,node 79,DISK,"i/o on drive sdc",REPLACE,
12/6/2005 9:36,node 105,DIMM,"cmc errors",DIAGNOSTICS,
12/7/2005 9:42,test node 4,DISK,"i/o errors",REPLACE,
12/7/2005 9:45,test node 5,DISK,"i/o errors",REPLACE,
12/7/2005 9:46,test node 6,DISK,"i/o errors",REPLACE,
12/7/2005 10:16,home storage TEST,HSV,"i/o error Pnnl-hsvtest drive 1/7",REPLACE,
12/8/2005 10:20,node 105,SCSI_BP,"i/o error on internal scsi chain B",REPLACE,
12/8/2005 10:23,node 401,DISK,"i/o error on drive sdd",REPLACE,
12/9/2005 10:35,node 105,DIMM,"incorrect memory size",RESEAT,
12/9/2005 10:37,node 119,DISK,"i/o error on drive sde",REPLACE,
12/9/2005 10:39,node 402,DISK,"i/o error on drive sdd",REPLACE,
12/9/2005 10:41,node 412,SCSI_BP,"i/o error ",REPLACE,
12/9/2005 10:43,node 742,UNKNOWN,"System crash",REPLACE,
12/9/2005 10:46,node 960,DIMM,"cmc errors",REPLACE,
12/9/2005 10:48,dtemp storage 03,HSV,"i/o errors on hsv03 drive 9/7",REPLACE,
12/9/2005 10:50,dtemp storage 05,HSV,"i/o errors",REPLACE,
12/9/2005 10:51,home storage 7,HSV,"i/o errors on Pnnl-hsv7",REPLACE,
12/9/2005 10:54,home storage TEST,HSV,"i/o error on pnnl-hsvtest drive 1/2",REPLACE,
12/9/2005 10:56,quadrics switch 0N00,ELAN4,"power supply B failure",REPLACE,
12/10/2005 13:26,node 14,CPU,"cmc errors",DIAGNOSTICS,
12/10/2005 13:28,node 234,DISK,"i/o error on drive sdc",REPLACE,
12/10/2005 13:30,node 419,DIMM,"cmc error",DIAGNOSTICS,
12/10/2005 13:32,node 546,DISK,"i/o error on drive sdh",REPLACE,
12/10/2005 13:34,node 968,CPU,"cmc errors",REPLACE,
12/10/2005 13:37,node 972,CPU,"cmc errors",REPLACE,
12/13/2005 13:40,node 470,DISK,"i/o error on drive sdh",REPLACE,
12/14/2005 14:21,node 250,DIMM,"cmc errors",REPLACE,
12/14/2005 14:23,node 337,DIMM,"cmc errors",DIAGNOSTICS,
12/14/2005 14:26,node 455,DIMM,"cmc errors",DIAGNOSTICS,
12/14/2005 14:27,node 535,DIMM,"cmc errors",DIAGNOSTICS,
12/14/2005 14:30,node 546,CNTLR,"i/o error ",REPLACE,
12/14/2005 14:31,dtemp storage 03,HSV,"i/o error on hsv3 drive 9/5",REPLACE,
12/14/2005 14:33,dtemp storage 14,HSV,"i/o error on hsv14 drive 10/1",REPLACE,
12/14/2005 14:35,dtemp storage 24,HSV,"i/o error on hsv24 drive 3/1",REPLACE,
12/15/2005 14:38,node 935,DISK,"i/o errors on drive sdh",REPLACE,
12/16/2005 14:41,node 155,DISK,"i/o error on drive sde",REPLACE,
12/16/2005 14:43,dtemp storage 27,HSV,"i/o error on hsv24 drive 11/9",REPLACE,
12/19/2005 8:35,node 57,DISK,"i/o error on drive sdg",REPLACE,
12/19/2005 8:37,node 244,CPU,"cmc errors",REPLACE,
12/19/2005 8:38,node 328,DIMM,"cmc errors",DIAGNOSTICS,
12/19/2005 8:40,node 544,DISK,"i/o error on drive sde",REPLACE,
12/19/2005 8:41,dtemp storage 14,HSV,"fan error on hsv14 bay 5",REPLACE,
12/20/2005 8:44,node 38,DISK,"i/o error on sde",REPLACE,
12/21/2005 8:47,node 163,DIMM,"cmc errors",DIAGNOSTICS,
12/21/2005 8:48,node 278,DISK,"i/o error on drive sde",REPLACE,
12/21/2005 8:50,node 336,DIMM,"cmc errors",REPLACE,
12/21/2005 8:52,node 361,DIMM,"cmc errors",DIAGNOSTICS,
12/21/2005 9:02,node 460,DISK,"i/o errors on drive sdi",REPLACE,
12/22/2005 9:04,node 228,DISK,"i/o error on drive sdh",REPLACE,
12/22/2005 9:08,node 343,DISK,"i/o error on drive sdf",REPLACE,
12/27/2005 9:12,node 200,DISK,"i/o error on drive sdi",REPLACE,
12/27/2005 9:15,node 283,CPU,"fan error",REPLACE,
12/27/2005 9:18,node 384,DISK,"i/o error on drive sdg",REPLACE,
12/27/2005 9:20,node 416,DISK,"i/o error on drive sdg",REPLACE,
